YEAR,TEAM,BPI
2012,Presbyterian,-3.6
2012,Northwestern St.,-3.6
2012,Siena,-3.7
2012,South Alabama,-3.7
2012,James Madison,-3.8
2012,UNC Wilmington,-3.8
2012,Seattle U,-3.8
2012,Western Kentucky,-3.9
2012,Eastern Kentucky,-3.9
2012,Winthrop,-4.0
2012,Gardner Webb,-4.0
2012,Southeast Missouri St.,-4.0
2012,Texas St.,-4.1
2012,Maine,-4.1
2012,Arizona St.,-4.1
2012,Appalachian St.,-4.2
2012,Northern Colorado,-4.2
2012,Mississippi Valley St.,-4.3
2012,Jacksonville St.,-4.4
2012,VMI,-4.4
2012,Niagara,-4.4
2012,Hawaii,-4.6
2012,Lafayette,-4.7
2012,S Illinois,-4.8
2012,Morgan St.,-4.8
2012,San Diego,-4.8
2012,Texas Tech,-5.1
2012,Cal St. Bakersfield,-5.1
2012,Santa Clara,-5.2
2012,FIU,-5.2
2012,Stetson,-5.2
2012,C Michigan,-5.5
2012,Montana St.,-5.7
2012,Hampton,-5.7
2012,J'Ville St.,-5.7
2012,Southern Utah,-5.8
2012,Marist,-5.8
2012,North Dakota,-5.9
2012,Troy,-5.9
2012,Texas Southern,-5.9
2012,San José St.,-6.0
2012,Samford,-6.0
2012,Bethune,-6.1
2012,Bradley,-6.2
2012,NJIT,-6.2
2012,Fordham,-6.2
2012,Liberty,-6.3
2012,New Hampshire,-6.3
2012,E Michigan,-6.4
2012,Army,-6.4
2012,Coppin St.,-6.5
2012,North Carolina A&T,-6.5
2012,Loyola Chicago,-6.6
2012,Sam Houston St.,-6.6
2012,Portland,-6.6
2012,UC Irvine,-6.7
2012,UNC Greensboro,-6.8
2012,Pepperdine,-7.1
2012,Sacramento St.,-7.3
2012,Pacific,-7.3
2012,E Illinois,-7.4
2012,Boston College,-7.4
2012,SE Louisiana,-7.5
2012,Purdue FW,-7.5
2012,William & Mary,-7.6
2012,South Dakota St.,-7.7
2012,Monmouth,-7.7
2012,Dartmouth,-8.2
2012,Mount St. Mary's,-8.4
2012,Idaho St.,-8.5
2012,UIC,-8.6
2012,Kansas City,-8.7
2012,Cal St. Northridge,-8.8
2012,Navy,-9.2
2012,Prairie View A&M,-9.3
2012,Hou Christian,-9.5
2012,Radford,-9.6
2012,UT Rio Grande,-9.7
2012,Texas A&M CC,-9.8
2012,St Francis PA,-10.0
2012,Hartford,-10.0
2012,Saint Peter's,-10.1
2012,SIUE,-10.2
2012,The Citadel,-10.4
2012,Florida A&M,-10.7
2012,N Arizona,-10.8
2012,Colgate,-10.8
2012,Brown,-10.9
2012,Howard,-11.0
2012,Alabama St.,-11.0
2012,Southern,-11.1
2012,Canisius,-11.2
2012,Arkansas Pine Bluff,-11.3
2012,UC Davis,-11.4
2012,UL Monroe,-11.7
2012,Jackson St.,-11.9
2012,Kennesaw St.,-12.0
2012,Utah,-12.0
2012,Fairleigh Dickinson,-12.3
2012,Nicholls,-12.4
2012,MD-Eastern,-12.7
2012,Alcorn St.,-12.9
2012,Alabama A&M,-13.1
2012,N Illinois,-13.5
2012,C Arkansas,-13.6
2012,UT Martin,-14.1
2012,Longwood,-14.6
2012,Towson,-14.9
2012,Bryant,-14.9
2012,UMBC,-15.0
2012,SC St.,-15.5
2012,Chicago St.,-15.7
2012,Binghamton,-16.7
2012,Grambling,-19.9
2013,Florida,21.2
2013,Louisville,21.0
2013,Indiana,20.2
2013,Duke,17.6
2013,Kansas,16.8
2013,Pittsburgh,16.7
2013,Gonzaga,16.4
2013,Michigan,16.1
2013,Ohio St.,15.9
2013,Wisconsin,15.6
2013,Syracuse,15.0
2013,Arizona,14.5
2013,VCU,14.4
2013,Georgetown,14.1
2013,Miami FL,14.0
2013,Michigan St.,13.9
2013,Minnesota,13.5
2013,Creighton,13.4
2013,Missouri,12.4
2013,Middle Tennessee,12.1
2013,Saint Mary's,12.1
2013,Kentucky,12.0
2013,Wichita St.,11.8
2013,Marquette,11.5
2013,Ole Miss,11.5
2013,Cincinnati,11.4
2013,Iowa St.,11.3
2013,Baylor,11.3
2013,North Carolina St.,11.3
2013,Kansas St.,11.1
2013,North Carolina,11.1
2013,Oklahoma St.,11.0
2013,UNLV,10.8
2013,San Diego St.,10.8
2013,Saint Louis,10.7
2013,Notre Dame,10.7
2013,Belmont,10.5
2013,Memphis,10.4
2013,California,10.4
2013,Virginia,10.1
2013,New Mexico,10.0
2013,Iowa,9.9
2013,Oklahoma,9.7
2013,Davidson,9.7
2013,Butler,9.0
2013,Oregon,8.8
2013,UConn,8.8
2013,Boise St.,8.6
2013,Colorado St.,8.6
2013,La Salle,8.4
2013,Southern Miss,8.2
2013,Maryland,8.1
2013,Illinois,8.1
2013,Akron,8.1
2013,Bucknell,7.9
2013,Alabama,7.9
2013,Temple,7.9
2013,Denver,7.9
2013,Villanova,7.8
2013,UCLA,7.8
2013,North Dakota St.,7.8
2013,Northern Iowa,7.5
2013,Illinois St.,7.4
2013,Arkansas,7.3
2013,Stanford,7.3
2013,Stony Brook,7.2
2013,Ohio,7.2
2013,Colorado,7.1
2013,BYU,7.0
2013,Valparaiso,7.0
2013,Dayton,6.9
2013,Tennessee,6.8
2013,Providence,6.8
2013,Saint Joseph's,6.8
2013,Weber St.,6.7
2013,Detroit,6.6
2013,Stephen F. Austin,6.4
2013,Purdue,6.2
2013,Lehigh,6.1
2013,Richmond,6.0
2013,Louisiana Tech,5.8
2013,Seton Hall,5.4
2013,Santa Clara,5.4
2013,Arizona St.,5.3
2013,Texas A&M,4.8
2013,Iona,4.7
2013,Xavier,4.7
2013,S Dakota St.,4.7
2013,Princeton,4.6
2013,Clemson,4.6
2013,Rutgers,4.6
2013,North Carolina Central,4.4
2013,Mercer,4.2
2013,Massachusetts,4.2
2013,Vanderbilt,4.0
2013,Washington St.,4.0
2013,Eastern Kentucky,4.0
2013,Evansville,4.0
2013,Texas,3.8
2013,St. John's,3.8
2013,New Mexico St.,3.8
2013,LSU,3.8
2013,Georgia Tech,3.4
2013,Canisius,3.4
2013,Florida Gulf Coast,3.3
2013,West Virginia,3.3
2013,Georgia,3.2
2013,Washington,3.2
2013,George Washington,3.2
2013,USC,3.1
2013,Murray St.,3.0
2013,Loyola MD,2.9
2013,Robert Morris,2.9
2013,Indiana St.,2.9
2013,St. Bonaventure,2.9
2013,Boston College,2.9
2013,Oral Roberts,2.9
2013,Utah St.,2.9
2013,UTEP,2.8
2013,Florida St.,2.8
2013,Pacific,2.5
2013,Northwestern St.,2.4
2013,Green Bay,2.4
2013,East Carolina,2.4
2013,Harvard,2.3
2013,George Mason,2.3
2013,UC Irvine,2.3
2013,Charlotte,2.3
2013,Northwestern,2.0
2013,UCF,2.0
2013,Texas Southern,1.9
2013,South Florida,1.8
2013,Oregon St.,1.7
2013,Wright St.,1.7
2013,Fairfield,1.7
2013,Drake,1.7
2013,Fresno St.,1.7
2013,Arkansas St.,1.7
2013,Utah,1.6
2013,UT Arlington,1.6
2013,Wyoming,1.5
2013,Kent St.,1.5
2013,Army,1.4
2013,Vermont,1.4
2013,Charleston So,1.4
2013,Western Michigan,1.3
2013,Albany,1.3
2013,DePaul,1.3
2013,W Illinois,1.3
2013,Niagara,1.3
2013,College of Charleston,1.3
2013,Boston University,1.1
2013,Southern,1.1
2013,Montana,0.9
2013,Wake Forest,0.9
2013,Tulane,0.9
2013,Tennessee St.,0.8
2013,Air Force,0.7
2013,Cal Poly,0.6
2013,Penn St.,0.5
2013,Nebraska,0.4
2013,Manhattan,0.3
2013,Bradley,0.1
2013,Rider,0.1
2013,UAB,0.1
2013,Houston,0.0
2013,Loyola Chicago,-0.1
2013,Delaware,-0.1
2013,Bryant,-0.2
2013,San Francisco,-0.3
2013,Georgia St.,-0.4
2013,S Illinois,-0.4
2013,Western Kentucky,-0.4
2013,San Diego,-0.4
2013,SMU,-0.5
2013,Elon,-0.5
2013,Virginia Tech,-0.6
2013,Drexel,-0.6
2013,Gardner Webb,-0.6
2013,Northeastern,-0.7
2013,SC Upstate,-0.7
2013,Youngstown St.,-0.8
2013,Toledo,-0.8
2013,Cal St. Northridge,-0.9
2013,LIU Brooklyn,-0.9
2013,Towson,-1.0
2013,Hawaii,-1.0
2013,Yale,-1.0
2013,South Carolina,-1.0
2013,High Point,-1.0
2013,Auburn,-1.1
2013,Quinnipiac,-1.2
2013,Cal St. Fullerton,-1.2
2013,Morgan St.,-1.3
2013,Savannah St.,-1.3
2013,Tulsa,-1.4
2013,South Alabama,-1.4
2013,Idaho,-1.4
2013,UNC Asheville,-1.4
2013,FIU,-1.5
2013,UC Davis,-1.5
2013,Oakland,-1.5
2013,Long Beach St.,-1.6
2013,J'Ville St.,-1.6
2013,UIC,-1.7
2013,Coastal Carolina,-1.9
2013,Columbia,-2.0
2013,Buffalo,-2.0
2013,Rhode Island,-2.0
2013,Sam Houston St.,-2.2
2013,Wagner,-2.2
2013,Morehead St.,-2.2
2013,William & Mary,-2.2
2013,James Madison,-2.3
2013,Lafayette,-2.3
2013,Southeast Missouri St.,-2.3
2013,Marshall,-2.4
2013,Norfolk St.,-2.5
2013,Arkansas Little Rock,-2.5
2013,Nevada,-2.6
2013,St Francis BK,-2.7
2013,Bowling Green,-2.8
2013,UC Santa Barbara,-3.0
2013,Mount St. Mary's,-3.1
2013,NJIT,-3.3
2013,Missouri St.,-3.3
2013,Wofford,-3.4
2013,LMU,-3.5
2013,W Carolina,-3.5
2013,Purdue FW,-3.6
2013,Hartford,-3.6
2013,Stetson,-3.7
2013,North Carolina A&T,-3.7
2013,Florida Atlantic,-4.0
2013,Louisiana Lafayette,-4.1
2013,Cal St. Bakersfield,-4.1
2013,Holy Cross,-4.1
2013,North Florida,-4.2
2013,Marist,-4.2
2013,Mississippi St.,-4.2
2013,Duquesne,-4.3
2013,Brown,-4.3
2013,UTSA,-4.5
2013,Northern Colorado,-4.6
2013,South Dakota St.,-4.7
2013,Connecticut,-4.7
2013,Pepperdine,-4.7
2013,New Hampshire,-4.8
2013,North Dakota,-5.0
2013,Cornell,-5.0
2013,Ball St.,-5.0
2013,North Texas,-5.0
2013,Seattle U,-5.2
2013,Bethune,-5.2
2013,Appalachian St.,-5.2
2013,Tennessee Tech,-5.3
2013,Northern Kentucky,-5.5
2013,Hampton,-5.5
2013,Penn,-5.5
2013,Old Dominion,-5.6
2013,Maine,-5.7
2013,Sacred Heart,-5.7
2013,Texas Tech,-5.7
2013,Miami FL OH,-5.8
2013,Nicholls,-5.8
2013,TCU,-5.8
2013,American,-5.8
2013,Texas St.,-5.9
2013,Sacramento St.,-5.9
2013,Portland,-6.0
2013,Fordham,-6.0
2013,E Michigan,-6.1
2013,SE Louisiana,-6.1
2013,VMI,-6.2
2013,Winthrop,-6.2
2013,Saint Peter's,-6.2
2013,C Michigan,-6.3
2013,Jacksonville St.,-6.3
2013,San José St.,-6.3
2013,Colgate,-6.4
2013,Austin Peay,-6.4
2013,Cleveland St.,-6.5
2013,Liberty,-6.5
2013,GA Southern,-6.5
2013,Delaware St.,-6.7
2013,Eastern Washington,-6.7
2013,UNC Greensboro,-6.8
2013,Troy,-6.9
2013,C Arkansas,-7.0
2013,McNeese,-7.1
2013,Arkansas Pine Bluff,-7.1
2013,Utah Valley,-7.1
2013,Dartmouth,-7.1
2013,Samford,-7.3
2013,Milwaukee,-7.6
2013,Chattanooga,-7.7
2013,Lipscomb,-7.7
2013,Monmouth,-7.8
2013,Radford,-7.8
2013,SIUE,-7.9
2013,UNC Wilmington,-8.0
2013,Portland St.,-8.1
2013,Prairie View A&M,-8.1
2013,E Illinois,-8.2
2013,Campbell,-8.2
2013,Chicago St.,-8.5
2013,Montana St.,-8.8
2013,Hofstra,-8.8
2013,Texas A&M CC,-8.9
2013,Jackson St.,-8.9
2013,Southern Utah,-8.9
2013,Siena,-8.9
2013,Navy,-9.0
2013,Coppin St.,-9.1
2013,East Tennessee St.,-9.3
2013,UMBC,-9.7
2013,UC Riverside,-9.9
2013,Florida A&M,-10.1
2013,UT Rio Grande,-10.3
2013,Alcorn St.,-10.3
2013,N Illinois,-10.3
2013,N Arizona,-10.5
2013,Hou Christian,-10.6
2013,Howard,-11.1
2013,Kansas City,-11.4
2013,St Francis PA,-11.4
2013,Idaho St.,-11.4
2013,Alabama St.,-11.6
2013,New Orleans,-11.7
2013,UT Martin,-11.8
2013,Kennesaw St.,-11.9
2013,UL Monroe,-11.9
2013,Rice,-11.9
2013,The Citadel,-12.3
2013,Omaha,-12.4
2013,Presbyterian,-12.5
2013,IUPUI,-12.7
2013,Furman,-13.1
2013,Mississippi Valley St.,-13.1
2013,Alabama A&M,-13.2
2013,Fairleigh Dickinson,-13.4
2013,SC St.,-13.8
2013,Binghamton,-14.5
2013,MD-Eastern,-14.6
2013,Longwood,-15.2
2013,Lamar,-15.5
2013,Grambling,-28.0
2014,Louisville,20.1
2014,Florida,19.2
2014,Duke,18.8
2014,Arizona,17.7
2014,Virginia,16.4
2014,Villanova,16.2
2014,Kansas,15.8
2014,Wisconsin,15.8
2014,Michigan,15.7
2014,Pittsburgh,15.4
2014,Michigan St.,15.4
2014,Kentucky,14.9
2014,Creighton,14.8
2014,Wichita St.,14.6
2014,Tennessee,14.5
2014,Syracuse,14.3
2014,Oklahoma St.,14.1
2014,Iowa,14.1
2014,Ohio St.,13.8
2014,UCLA,13.8
2014,San Diego St.,13.3
2014,VCU,13.0
2014,Iowa St.,12.9
2014,Gonzaga,12.8
2014,UConn,12.7
2014,Cincinnati,12.1
2014,North Carolina,12.0
2014,Harvard,11.8
2014,Oregon,11.4
2014,Arkansas,11.4
2014,Baylor,11.0
2014,Louisiana Tech,10.7
2014,Florida St.,10.1
2014,Arizona St.,10.1
2014,Memphis,10.0
2014,SMU,9.9
2014,Saint Louis,9.9
2014,Utah,9.9
2014,Xavier,9.6
2014,St. John's,9.5
2014,Oklahoma,9.5
2014,Clemson,9.2
2014,North Dakota St.,9.2
2014,George Washington,9.1
2014,New Mexico,9.1
2014,Georgetown,9.1
2014,Massachusetts,9.1
2014,Providence,8.8
2014,Dayton,8.6
2014,Maryland,8.5
2014,Marquette,8.4
2014,Kansas St.,8.4
2014,West Virginia,8.3
2014,Texas,8.3
2014,Missouri,8.0
2014,California,7.9
2014,LSU,7.8
2014,BYU,7.6
2014,Saint Mary's,7.6
2014,Saint Joseph's,7.4
2014,Stanford,7.4
2014,Indiana,7.4
2014,Boise St.,7.3
2014,Iona,7.3
2014,Southern Miss,7.3
2014,New Mexico St.,7.0
2014,UNLV,7.0
2014,North Carolina Central,6.9
2014,Manhattan,6.9
2014,Mercer,6.9
2014,Illinois,6.8
2014,Seton Hall,6.7
2014,Minnesota,6.7
2014,Colorado,6.7
2014,Alabama,6.5
2014,Ole Miss,6.2
2014,North Carolina St.,6.2
2014,Cleveland St.,6.2
2014,Green Bay,6.0
2014,Georgia,5.9
2014,Georgia St.,5.8
2014,Notre Dame,5.8
2014,Butler,5.7
2014,Nebraska,5.7
2014,Purdue,5.6
2014,Middle Tennessee,5.5
2014,Stephen F. Austin,5.5
2014,Vermont,5.4
2014,St. Bonaventure,5.2
2014,Richmond,5.1
2014,Northern Iowa,5.0
2014,Penn St.,5.0
2014,Toledo,4.9
2014,La Salle,4.6
2014,Wake Forest,4.5
2014,UC Santa Barbara,4.4
2014,Belmont,4.3
2014,Texas A&M,4.2
2014,Tulsa,4.2
2014,Oregon St.,4.1
2014,UC Irvine,4.1
2014,Georgia Tech,4.1
2014,Delaware,4.1
2014,Buffalo,4.0
2014,Eastern Kentucky,4.0
2014,Texas Tech,3.9
2014,Vanderbilt,3.9
2014,Drexel,3.8
2014,Ohio,3.7
2014,South Carolina,3.7
2014,San Francisco,3.6
2014,Miami FL,3.5
2014,Princeton,3.3
2014,Utah St.,3.3
2014,Davidson,3.3
2014,UTEP,3.2
2014,Washington,3.1
2014,Louisiana Lafayette,3.1
2014,Auburn,2.9
2014,Western Michigan,2.8
2014,Indiana St.,2.6
2014,Boston University,2.6
2014,Colorado St.,2.5
2014,Wright St.,2.5
2014,E Michigan,2.5
2014,Weber St.,2.4
2014,Akron,2.4
2014,Charleston So,2.4
2014,Portland,2.3
2014,Boston College,2.2
2014,Canisius,2.1
2014,Wyoming,2.0
2014,Northwestern,1.9
2014,Valparaiso,1.8
2014,Denver,1.8
2014,Hawaii,1.8
2014,American,1.6
2014,Columbia,1.6
2014,George Mason,1.4
2014,Fresno St.,1.4
2014,Duquesne,1.4
2014,Southern,1.4
2014,Towson,1.3
2014,Quinnipiac,1.3
2014,Murray St.,1.3
2014,Purdue FW,1.2
2014,Arkansas St.,1.2
2014,Rhode Island,1.1
2014,Temple,0.9
2014,Missouri St.,0.9
2014,Youngstown St.,0.9
2014,Santa Clara,0.8
2014,Nevada,0.8
2014,Pacific,0.7
2014,SC Upstate,0.7
2014,S Dakota St.,0.6
2014,Holy Cross,0.5
2014,Milwaukee,0.5
2014,Virginia Tech,0.5
2014,Stony Brook,0.3
2014,Illinois St.,0.3
2014,UCF,0.2
2014,Kent St.,0.2
2014,William & Mary,0.1
2014,Yale,0.0
2014,Bucknell,0.0
2014,Brown,0.0
2014,UAB,0.0
2014,Charlotte,0.0
2014,Houston,-0.1
2014,San Diego,-0.1
2014,Sam Houston St.,-0.1
2014,Western Kentucky,-0.2
2014,Drake,-0.2
2014,Morehead St.,-0.3
2014,Wofford,-0.4
2014,Omaha,-0.5
2014,USC,-0.5
2014,Detroit,-0.7
2014,Long Beach St.,-0.7
2014,Siena,-0.9
2014,Albany,-1.0
2014,DePaul,-1.0
2014,S Illinois,-1.0
2014,Robert Morris,-1.1
2014,Bowling Green,-1.2
2014,Florida Gulf Coast,-1.2
2014,Oakland,-1.3
2014,Elon,-1.3
2014,Oral Roberts,-1.3
2014,Pepperdine,-1.4
2014,Colgate,-1.4
2014,Cal St. Bakersfield,-1.6
2014,St Francis BK,-1.7
2014,LMU,-1.8
2014,Mississippi St.,-1.8
2014,Coastal Carolina,-1.8
2014,Old Dominion,-1.9
2014,Utah Valley,-1.9
2014,Northeastern,-1.9
2014,Rutgers,-2.0
2014,Rider,-2.0
2014,Dartmouth,-2.1
2014,Northwestern St.,-2.1
2014,Montana,-2.1
2014,Eastern Washington,-2.1
2014,Hampton,-2.1
2014,Cal Poly,-2.1
2014,Northern Colorado,-2.1
2014,Wagner,-2.2
2014,Washington St.,-2.2
2014,Southeast Missouri St.,-2.2
2014,VMI,-2.3
2014,South Florida,-2.4
2014,Gardner Webb,-2.5
2014,Bryant,-2.5
2014,N Illinois,-2.5
2014,UT Arlington,-2.5
2014,Cal St. Northridge,-2.8
2014,UNC Asheville,-2.9
2014,Seattle U,-2.9
2014,East Carolina,-3.0
2014,Fordham,-3.1
2014,Marist,-3.1
2014,W Carolina,-3.1
2014,Winthrop,-3.2
2014,Miami FL OH,-3.3
2014,Idaho St.,-3.3
2014,Bradley,-3.3
2014,Radford,-3.3
2014,Morgan St.,-3.3
2014,Hartford,-3.3
2014,Cal St. Fullerton,-3.4
2014,Texas Southern,-3.4
2014,Arkansas Little Rock,-3.5
2014,North Dakota,-3.5
2014,Marshall,-3.5
2014,Evansville,-3.6
2014,College of Charleston,-3.7
2014,East Tennessee St.,-3.7
2014,Saint Peter's,-3.8
2014,UL Monroe,-3.8
2014,Lehigh,-3.9
2014,Army,-3.9
2014,North Florida,-4.0
2014,N Arizona,-4.0
2014,Tennessee Tech,-4.1
2014,FIU,-4.1
2014,South Dakota St.,-4.1
2014,Air Force,-4.1
2014,C Michigan,-4.1
2014,TCU,-4.2
2014,Idaho,-4.2
2014,Florida Atlantic,-4.3
2014,Mount St. Mary's,-4.3
2014,W Illinois,-4.4
2014,Loyola Chicago,-4.5
2014,Hofstra,-4.5
2014,Fairfield,-4.6
2014,Portland St.,-4.6
2014,South Alabama,-4.7
2014,James Madison,-4.7
2014,High Point,-4.7
2014,Penn,-4.8
2014,Grand Canyon,-4.8
2014,Liberty,-4.9
2014,Sacramento St.,-5.1
2014,Monmouth,-5.2
2014,Niagara,-5.2
2014,Lafayette,-5.2
2014,Troy,-5.3
2014,Texas A&M CC,-5.3
2014,Chattanooga,-5.4
2014,Lipscomb,-5.4
2014,UIC,-5.6
2014,North Texas,-5.6
2014,NJIT,-5.9
2014,Montana St.,-6.1
2014,Austin Peay,-6.1
2014,Savannah St.,-6.4
2014,Norfolk St.,-6.6
2014,UC Riverside,-6.6
2014,UNC Wilmington,-6.7
2014,Ball St.,-6.9
2014,Jackson St.,-7.0
2014,Tennessee St.,-7.1
2014,Texas St.,-7.1
2014,Navy,-7.3
2014,Incarnate Word,-7.4
2014,GA Southern,-7.6
2014,Delaware St.,-7.7
2014,Loyola MD,-7.8
2014,Alabama St.,-8.0
2014,Kansas City,-8.0
2014,Tulane,-8.0
2014,UT Rio Grande,-8.1
2014,Northern Kentucky,-8.2
2014,Jacksonville St.,-8.3
2014,Florida A&M,-8.4
2014,E Illinois,-8.4
2014,Coppin St.,-8.5
2014,SIUE,-8.5
2014,San José St.,-8.5
2014,UNC Greensboro,-8.6
2014,J'Ville St.,-8.6
2014,Nicholls,-8.6
2014,SE Louisiana,-8.8
2014,Alabama A&M,-8.8
2014,Chicago St.,-8.9
2014,UMass Lowell,-9.0
2014,New Orleans,-9.0
2014,UC Davis,-9.5
2014,Sacred Heart,-9.5
2014,McNeese,-9.7
2014,Rice,-9.8
2014,IUPUI,-9.9
2014,Fairleigh Dickinson,-9.9
2014,Connecticut,-10.0
2014,Alcorn St.,-10.0
2014,Campbell,-10.2
2014,Abilene Christian,-10.2
2014,UTSA,-10.3
2014,LIU Brooklyn,-10.3
2014,Appalachian St.,-10.4
2014,St Francis PA,-10.5
2014,Arkansas Pine Bluff,-10.6
2014,New Hampshire,-10.6
2014,UT Martin,-10.8
2014,Samford,-10.8
2014,C Arkansas,-10.9
2014,UMBC,-10.9
2014,Prairie View A&M,-11.0
2014,Bethune,-11.0
2014,North Carolina A&T,-11.1
2014,Lamar,-11.7
2014,Kennesaw St.,-11.7
2014,Hou Christian,-11.7
2014,Maine,-12.2
2014,Stetson,-12.2
2014,MD-Eastern,-12.4
2014,Binghamton,-12.7
2014,Cornell,-12.7
2014,Howard,-12.7
2014,SC St.,-12.9
2014,The Citadel,-13.4
2014,Furman,-13.5
2014,Mississippi Valley St.,-14.1
2014,Longwood,-14.8
2014,Presbyterian,-15.3
2014,Southern Utah,-16.2
2014,Grambling,-19.5
2015,Kentucky,23.9
2015,Duke,22.4
2015,Wisconsin,21.7
2015,Virginia,19.6
2015,Arizona,19.6
2015,Villanova,19.3
2015,North Carolina,17.8
2015,Gonzaga,16.4
2015,Ohio St.,16.3
2015,Utah,16.2
2015,Notre Dame,15.8
2015,Louisville,14.8
2015,Kansas,14.4
2015,Oklahoma,13.9
2015,Iowa St.,13.8
2015,Michigan St.,13.7
2015,Wichita St.,13.7
2015,Baylor,13.6
2015,Butler,12.8
2015,Texas,12.5
2015,Iowa,12.1
2015,VCU,12.0
2015,Northern Iowa,11.8
2015,West Virginia,11.5
2015,Syracuse,10.7
2015,Maryland,10.5
2015,North Carolina St.,10.4
2015,Providence,10.4
2015,Georgetown,10.4
2015,Davidson,10.3
2015,BYU,10.2
2015,Florida,10.2
2015,Arkansas,10.0
2015,Purdue,9.9
2015,SMU,9.8
2015,Illinois,9.7
2015,Indiana,9.7
2015,Miami FL,9.7
2015,Oklahoma St.,9.5
2015,Xavier,9.5
2015,Dayton,9.4
2015,St. John's,9.2
2015,Richmond,8.9
2015,Stephen F. Austin,8.8
2015,Cincinnati,8.7
2015,Georgia,8.6
2015,Minnesota,8.5
2015,Ole Miss,8.3
2015,Old Dominion,8.2
2015,Rhode Island,8.1
2015,Boise St.,8.1
2015,Texas A&M,8.1
2015,TCU,8.0
2015,Vanderbilt,7.8
2015,LSU,7.8
2015,San Diego St.,7.7
2015,Georgia St.,7.7
2015,UConn,7.7
2015,Murray St.,7.5
2015,Buffalo,7.5
2015,Michigan,7.1
2015,George Washington,7.1
2015,Temple,7.0
2015,Colorado St.,6.9
2015,North Carolina Central,6.8
2015,Alabama,6.7
2015,Illinois St.,6.6
2015,Yale,6.6
2015,South Carolina,6.5
2015,Sam Houston St.,6.3
2015,Memphis,6.2
2015,Kansas St.,6.2
2015,Harvard,6.1
2015,Pittsburgh,6.0
2015,Stanford,6.0
2015,Hofstra,6.0
2015,Saint Mary's,5.9
2015,Penn St.,5.7
2015,Seton Hall,5.7
2015,Valparaiso,5.7
2015,Green Bay,5.5
2015,Arizona St.,5.5
2015,Clemson,5.3
2015,UC Irvine,5.3
2015,Georgia Tech,5.2
2015,C Michigan,5.2
2015,Louisiana Tech,5.1
2015,Toledo,5.0
2015,La Salle,5.0
2015,Iona,4.9
2015,UCLA,4.8
2015,Eastern Kentucky,4.8
2015,UNLV,4.8
2015,S Dakota St.,4.7
2015,Boston College,4.6
2015,Massachusetts,4.6
2015,William & Mary,4.5
2015,New Mexico St.,4.5
2015,Tennessee,4.5
2015,UTEP,4.5
2015,Wofford,4.2
2015,Tulsa,4.2
2015,Creighton,4.2
2015,St. Bonaventure,4.1
2015,San Diego,4.1
2015,UC Santa Barbara,4.0
2015,Evansville,4.0
2015,Northwestern,4.0
2015,Cleveland St.,3.9
2015,Vermont,3.8
2015,Nebraska,3.7
2015,Akron,3.7
2015,Florida St.,3.7
2015,UC Davis,3.7
2015,Colorado,3.7
2015,Oregon,3.6
2015,Marquette,3.4
2015,Long Beach St.,3.1
2015,Wyoming,2.9
2015,Eastern Washington,2.9
2015,SC Upstate,2.8
2015,North Florida,2.7
2015,Northeastern,2.6
2015,Coastal Carolina,2.6
2015,Albany,2.4
2015,GA Southern,2.4
2015,Stony Brook,2.3
2015,Louisiana Lafayette,2.3
2015,Bowling Green,2.3
2015,Wake Forest,2.2
2015,Kent St.,2.2
2015,New Mexico,2.1
2015,Belmont,2.0
2015,Washington,1.9
2015,Morehead St.,1.8
2015,E Michigan,1.8
2015,Utah St.,1.7
2015,Columbia,1.7
2015,Canisius,1.7
2015,Charlotte,1.6
2015,Western Kentucky,1.5
2015,High Point,1.5
2015,Cal Poly,1.4
2015,Chattanooga,0.9
2015,Mercer,0.9
2015,UT Martin,0.9
2015,Manhattan,0.8
2015,California,0.7
2015,Florida Gulf Coast,0.7
2015,DePaul,0.7
2015,Texas Tech,0.6
2015,Rider,0.6
2015,Lehigh,0.6
2015,UAB,0.5
2015,Saint Joseph's,0.5
2015,Auburn,0.4
2015,Charleston So,0.3
2015,Quinnipiac,0.3
2015,Loyola Chicago,0.2
2015,Mississippi St.,0.2
2015,Colgate,0.2
2015,UNC Wilmington,0.1
2015,San Francisco,0.1
2015,American,0.0
2015,Montana,0.0
2015,Radford,-0.1
2015,Dartmouth,-0.1
2015,Oregon St.,-0.1
2015,Winthrop,-0.2
2015,Monmouth,-0.2
2015,Lafayette,-0.3
2015,Pepperdine,-0.3
2015,Middle Tennessee,-0.4
2015,St Francis BK,-0.4
2015,Robert Morris,-0.5
2015,New Hampshire,-0.5
2015,Cornell,-0.5
2015,Virginia Tech,-0.6
2015,Norfolk St.,-0.6
2015,Western Michigan,-0.7
2015,Princeton,-0.7
2015,UT Arlington,-0.8
2015,Saint Peter's,-0.8
2015,Oakland,-0.8
2015,Portland,-0.8
2015,NJIT,-0.9
2015,UL Monroe,-1.1
2015,North Dakota St.,-1.1
2015,George Mason,-1.3
2015,Detroit,-1.4
2015,N Arizona,-1.4
2015,East Tennessee St.,-1.4
2015,Indiana St.,-1.4
2015,Oral Roberts,-1.5
2015,Bucknell,-1.5
2015,Purdue FW,-1.6
2015,Air Force,-1.6
2015,Northern Kentucky,-1.7
2015,Rutgers,-1.8
2015,Tulane,-1.8
2015,James Madison,-1.9
2015,Sacramento St.,-1.9
2015,N Illinois,-1.9
